Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.217.12.194-10.42.0.151-443-53126-6,10.42.0.151,53126,172.217.12.194,443,6,14-06-2017 08:21,37130,1,1,0,0,0,0,0,0,0,0,0,0,0,53.86479935,37130,0,37130,37130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.93239968,26.93239968,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1546,349,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
216.58.219.238-10.42.0.151-443-46981-6,10.42.0.151,46981,216.58.219.238,443,6,14-06-2017 08:21,36709,1,1,0,0,0,0,0,0,0,0,0,0,0,54.48255196,36709,0,36709,36709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.24127598,27.24127598,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1679,349,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
172.217.12.138-10.42.0.151-443-58817-6,10.42.0.151,58817,172.217.12.138,443,6,14-06-2017 08:21,36666,1,1,0,0,0,0,0,0,0,0,0,0,0,54.5464463,36666,0,36666,36666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.27322315,27.27322315,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1546,362,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
172.217.12.202-10.42.0.151-443-48096-6,10.42.0.151,48096,172.217.12.202,443,6,14-06-2017 08:21,36711,1,1,0,0,0,0,0,0,0,0,0,0,0,54.47958378,36711,0,36711,36711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.23979189,27.23979189,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1945,351,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
172.217.12.138-10.42.0.151-443-48149-6,10.42.0.151,48149,172.217.12.138,443,6,14-06-2017 08:21,37117,1,1,0,0,0,0,0,0,0,0,0,0,0,53.88366517,37117,0,37117,37117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.94183258,26.94183258,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1591,358,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-40.79.74.185-50527-443-6,10.42.0.151,50527,40.79.74.185,443,6,14-06-2017 08:20,6080037,12,6,1406,4404,901,0,117.1666667,259.8114118,1448,0,734,626.0801866,955.58629,2.9605083,357649.2353,1184835.838,4909012,8,6080037,552730.6364,1458948.466,4909012,8,1062111,212422.2,343509.6558,813407,53,0,0,0,0,392,200,1.9736722,0.9868361,0,1448,305.7894737,490.070242,240168.8421,0,0,0,1,0,0,0,0,0,322.7777778,117.1666667,734,392,0,0,0,0,0,0,12,1406,6,4404,65535,510,4,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-40.79.74.185-50527-443-6,40.79.74.185,443,10.42.0.151,50527,6,14-06-2017 08:21,110,2,0,0,0,0,0,0,0,0,0,0,0,0,18181.81818,110,0,110,110,110,110,0,110,110,0,0,0,0,0,0,0,0,0,64,0,18181.81818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,510,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
183.2.191.60-10.42.0.151-80-38898-6,10.42.0.151,38898,183.2.191.60,80,6,14-06-2017 08:20,8527958,6,4,482,670,482,0,80.33333333,196.775676,670,0,167.5,335,135.0850931,1.172613655,947550.8889,1659359.721,5001869,2652,3526089,705217.8,809312.0459,1994909,10967,5293643,1764547.667,2808305.175,5004521,28339,0,0,0,0,216,136,0.703568193,0.469045462,0,670,104.7272727,236.765323,56057.81818,0,0,0,1,0,0,0,0,0,115.2,80.33333333,167.5,216,0,0,0,0,0,0,6,482,4,670,65535,122,1,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-31.13.71.37-46318-443-6,31.13.71.37,443,10.42.0.151,46318,6,14-06-2017 08:21,40,2,0,42,0,42,0,21,29.69848481,0,0,0,0,1050000,50000,40,0,40,40,40,40,0,40,40,0,0,0,0,0,1,0,0,0,64,0,50000,0,0,42,28,24.24871131,588,0,1,0,0,1,0,0,0,0,42,21,0,64,0,0,0,0,0,0,2,42,0,0,120,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-31.13.71.37-46318-443-6,10.42.0.151,46318,31.13.71.37,443,6,14-06-2017 08:21,1174,3,0,42,0,42,0,14,24.24871131,0,0,0,0,35775.12777,2555.366269,587,520.430591,955,219,1174,587,520.430591,955,219,0,0,0,0,0,0,0,0,0,96,0,2555.366269,0,0,42,10.5,21,441,0,0,0,0,1,0,0,0,0,14,14,0,96,0,0,0,0,0,0,3,42,0,0,1473,-1,1,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-23.101.151.89-45556-443-6,10.42.0.151,45556,23.101.151.89,443,6,14-06-2017 08:20,17414449,12,7,1438,3963,917,0,119.8333333,264.7251863,1448,0,566.1428571,640.4002469,310.1447539,1.091048014,967469.3889,3790858.336,1.61E+07,5,1.74E+07,1583131.727,4833186.675,1.61E+07,28,1163387,193897.8333,259570.6881,553272,5,0,0,0,0,392,232,0.689082956,0.401965058,0,1448,270.05,469.5436166,220471.2079,0,0,0,1,0,0,0,0,0,284.2631579,119.8333333,566.1428571,392,0,0,0,0,0,0,12,1438,7,3963,65535,510,4,32,1255507,0,1255507,1255507,1.61E+07,0,1.61E+07,1.61E+07,ADWARE_SHUANET
10.42.0.151-23.101.151.89-45556-443-6,23.101.151.89,443,10.42.0.151,45556,6,14-06-2017 08:21,32,2,0,0,0,0,0,0,0,0,0,0,0,0,62500,32,0,32,32,32,32,0,32,32,0,0,0,0,0,0,0,0,0,64,0,62500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,509,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-13.107.3.128-58511-443-6,10.42.0.151,58511,13.107.3.128,443,6,14-06-2017 08:21,21563527,12,9,1212,5415,709,0,101,207.7817911,1448,0,601.6666667,700.910301,307.3244929,0.973866659,1078176.35,4688383.184,2.10E+07,100,2.16E+07,1960320.636,6313707.55,2.10E+07,100,412769,51596.125,63838.38315,148056,178,0,0,0,0,392,296,0.556495234,0.417371425,0,1448,301.2272727,525.0538233,275681.5173,0,0,0,1,0,0,0,0,0,315.5714286,101,601.6666667,392,0,0,0,0,0,0,12,1212,9,5415,65535,1025,4,32,533790,0,533790,533790,2.10E+07,0,2.10E+07,2.10E+07,ADWARE_SHUANET
10.42.0.151-13.107.3.128-58511-443-6,13.107.3.128,443,10.42.0.151,58511,6,14-06-2017 08:21,33752,3,0,0,0,0,0,0,0,0,0,0,0,0,88.88362171,16876,23801.21425,33706,46,33752,16876,23801.21425,33706,46,0,0,0,0,0,0,0,0,0,96,0,88.88362171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,1025,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
216.58.219.202-10.42.0.151-443-54328-6,10.42.0.151,54328,216.58.219.202,443,6,14-06-2017 08:21,36618,1,1,0,0,0,0,0,0,0,0,0,0,0,54.61794746,36618,0,36618,36618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.30897373,27.30897373,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1546,383,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-74.125.69.94-45688-443-6,10.42.0.151,45688,74.125.69.94,443,6,14-06-2017 08:21,46064,1,1,0,0,0,0,0,0,0,0,0,0,0,43.41785342,46064,0,46064,46064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.70892671,21.70892671,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1502,179,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
172.217.11.42-10.42.0.151-443-58935-6,10.42.0.151,58935,172.217.11.42,443,6,14-06-2017 08:21,36752,1,1,0,0,0,0,0,0,0,0,0,0,0,54.41880714,36752,0,36752,36752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.20940357,27.20940357,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,2034,426,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
172.217.10.99-10.42.0.151-443-60796-6,10.42.0.151,60796,172.217.10.99,443,6,14-06-2017 08:21,37042,1,1,0,0,0,0,0,0,0,0,0,0,0,53.99276497,37042,0,37042,37042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.99638248,26.99638248,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1546,349,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
172.217.12.138-10.42.0.151-443-48153-6,10.42.0.151,48153,172.217.12.138,443,6,14-06-2017 08:21,36911,1,1,0,0,0,0,0,0,0,0,0,0,0,54.18438948,36911,0,36911,36911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.09219474,27.09219474,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,2034,395,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
183.2.191.60-10.42.0.151-80-38898-6,10.42.0.151,38898,183.2.191.60,80,6,14-06-2017 08:21,24811861,2,0,0,0,0,0,0,0,0,0,0,0,0,0.08060661,2.48E+07,0,2.48E+07,2.48E+07,2.48E+07,2.48E+07,0,2.48E+07,2.48E+07,0,0,0,0,0,0,0,0,0,64,0,0.08060661,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1390,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
183.2.191.60-10.42.0.151-80-44382-6,10.42.0.151,44382,183.2.191.60,80,6,14-06-2017 08:21,29836361,617,1021,174,1474786,174,0,0.282009724,7.004976235,1448,0,1444.452498,67.93620816,49434.98304,54.8994564,18226.24374,61114.04394,764728,1,2.98E+07,48435.65097,113751.3621,853717,1,2.89E+07,28287.11667,88078.09853,817277,17,0,0,0,0,21988,32680,20.67946557,34.21999084,0,1448,899.9145821,702.193589,493075.8364,0,0,0,1,0,0,0,0,1,900.4639805,0.282009724,1444.452498,21988,0,0,0,0,0,0,617,174,1021,1474786,65535,122,1,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-31.13.71.3-48277-443-6,10.42.0.151,48277,31.13.71.3,443,6,14-06-2017 08:21,258368,6,7,1080,201,537,0,180,260.2437319,137,0,28.71428571,50.07898523,4958.04434,50.31582859,21530.66667,31912.20089,107513,4,120384,24076.8,33936.81319,80110,73,228485,38080.83333,47497.16129,107513,4,0,0,0,0,200,232,23.22269012,27.09313847,0,537,91.5,183.2697675,33587.80769,0,0,0,1,0,0,0,0,1,98.53846154,180,28.71428571,200,0,0,0,0,0,0,6,1080,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-23.101.156.198-50093-443-6,10.42.0.151,50093,23.101.156.198,443,6,14-06-2017 08:21,28759071,16,18,1333,21550,999,0,83.3125,251.1421161,1448,0,1197.222222,497.6584649,795.6793876,1.182235685,871487,4870438.726,2.80E+07,3,2.88E+07,1917271.4,7216261.014,2.80E+07,5,705072,41474.82353,70364.30924,204525,3,0,0,0,0,532,584,0.556346205,0.62588948,0,1448,653.8,688.2770817,473725.3412,0,0,0,1,0,0,0,0,1,673.0294118,83.3125,1197.222222,532,0,0,0,0,0,0,16,1333,18,21550,65535,1025,3,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-91.190.219.39-40942-12350-6,10.42.0.151,40942,91.190.219.39,12350,6,14-06-2017 08:21,33329897,10,9,713,449,404,0,71.3,126.3276604,303,0,49.88888889,98.43709215,34.86359409,0.570058767,1851660.944,7673039.157,3.26E+07,371,3.33E+07,3703321.889,1.08E+07,3.26E+07,2001,633884,79235.5,68428.21458,176813,371,0,0,0,0,328,296,0.30003093,0.270027837,0,404,58.1,109.2731488,11940.62105,0,0,0,1,0,0,0,0,0,61.15789474,71.3,49.88888889,328,0,0,0,0,0,0,10,713,9,449,65535,9,5,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
157.55.130.167-10.42.0.151-40019-37042-6,10.42.0.151,37042,157.55.130.167,40019,6,14-06-2017 08:20,33910144,26,21,976,1455,410,0,37.53846154,103.8923407,1031,0,69.28571429,223.5603146,71.6894626,1.386015937,737177.0435,3027409.66,1.61E+07,36,3.39E+07,1356405.76,4039338.566,1.61E+07,772,2.07E+07,1035953.75,3625268.972,1.63E+07,36,0,0,0,0,840,680,0.76673222,0.619283716,0,1031,50.64583333,165.2691537,27313.89317,0,0,0,1,0,0,0,0,0,51.72340426,37.53846154,69.28571429,840,0,0,0,0,0,0,26,976,21,1455,65535,33,10,32,4030494,0,4030494,4030494,1.61E+07,0,1.61E+07,1.61E+07,ADWARE_SHUANET
10.42.0.151-65.52.108.74-55778-443-6,10.42.0.151,55778,65.52.108.74,443,6,14-06-2017 08:20,33906371,15,9,2261,5001,981,0,150.7333333,330.4031016,1448,0,555.6666667,629.2743837,214.1780375,0.707831575,1474190.043,6795062.727,3.26E+07,5,3.39E+07,2421883.643,8698757.87,3.26E+07,32,1213090,151636.25,239245.83,655547,5,0,0,0,0,488,296,0.442394735,0.265436841,0,1448,290.48,487.6152958,237768.6767,0,0,0,1,0,0,0,0,0,302.5833333,150.7333333,555.6666667,488,0,0,0,0,0,0,15,2261,9,5001,65535,514,4,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-40.117.100.83-36467-443-6,10.42.0.151,36467,40.117.100.83,443,6,14-06-2017 08:21,28262560,18,10,7510,4495,1428,0,417.2222222,550.2823399,1448,0,449.5,572.3457094,424.7669001,0.990709971,1046761.481,3719742.112,1.63E+07,12,2.83E+07,1662503.529,4625882.52,1.63E+07,23,1.19E+07,1326165.889,3738752.283,1.13E+07,12,0,0,0,0,584,328,0.636884981,0.35382499,0,1448,413.9655172,543.8021885,295720.8202,0,0,0,1,0,0,0,0,0,428.75,417.2222222,449.5,584,0,0,0,0,0,0,18,7510,10,4495,65535,512,9,32,692563,0,692563,692563,1.12E+07,0,1.12E+07,1.12E+07,ADWARE_SHUANET
10.42.0.151-52.179.153.195-33424-443-6,10.42.0.151,33424,52.179.153.195,443,6,14-06-2017 08:21,11571910,10,6,1290,4182,869,0,129,274.3469012,1448,0,697,639.0317676,472.8692152,1.382658524,771460.6667,2830215.379,1.10E+07,53,1.16E+07,1285767.778,3643808.098,1.10E+07,196,419003,83800.6,90365.44271,187941,53,0,0,0,0,328,200,0.864161577,0.518496946,0,1448,321.8823529,502.439534,252445.4853,0,0,0,1,0,0,0,0,0,342,129,697,328,0,0,0,0,0,0,10,1290,6,4182,65535,510,3,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-40.122.162.208-60871-443-6,10.42.0.151,60871,40.122.162.208,443,6,14-06-2017 08:20,33671920,11,8,1328,4761,933,0,120.7272727,280.8416247,1448,0,595.125,584.2023714,180.833169,0.564268387,1870662.222,7732295.894,3.29E+07,6,3.37E+07,3367192,1.04E+07,3.29E+07,6,753172,107596,173068.5563,457937,10,0,0,0,0,360,264,0.326681698,0.237586689,0,1448,304.45,476.7039769,227246.6816,0,0,0,1,0,0,0,0,0,320.4736842,120.7272727,595.125,360,0,0,0,0,0,0,11,1328,8,4761,65535,510,3,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-104.209.188.76-43043-443-6,10.42.0.151,43043,104.209.188.76,443,6,14-06-2017 08:21,32562746,14,16,2240,5980,981,0,160,327.4129362,1448,0,373.75,553.2826282,252.4357129,0.921298222,1122853.31,5534441.132,2.99E+07,3,3.26E+07,2504826.615,8231469.893,2.99E+07,7,2609917,173994.4667,292971.1529,889210,3,0,0,0,0,456,520,0.42993917,0.491359052,0,1448,265.1612903,461.8518591,213307.1398,0,0,0,1,0,0,0,0,1,274,160,373.75,456,0,0,0,0,0,0,14,2240,16,5980,65535,514,4,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-65.52.108.74-55778-443-6,65.52.108.74,443,10.42.0.151,55778,6,14-06-2017 08:21,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,514,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-40.117.100.83-36467-443-6,40.117.100.83,443,10.42.0.151,36467,6,14-06-2017 08:21,75599,2,0,0,0,0,0,0,0,0,0,0,0,0,26.45537639,75599,0,75599,75599,75599,75599,0,75599,75599,0,0,0,0,0,0,0,0,0,64,0,26.45537639,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,512,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
216.58.219.238-10.42.0.151-443-36233-6,10.42.0.151,36233,216.58.219.238,443,6,14-06-2017 08:21,36560,1,1,23,0,23,23,23,0,0,0,0,0,629.1028446,54.70459519,36560,0,36560,36560,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,27.35229759,27.35229759,0,23,15.33333333,13.27905619,176.3333333,0,1,0,0,1,0,0,0,1,23,23,0,32,0,0,0,0,0,0,1,23,1,0,1503,426,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-31.13.65.1-40595-443-6,31.13.65.1,443,10.42.0.151,40595,6,14-06-2017 08:21,45,2,0,42,0,42,0,21,29.69848481,0,0,0,0,933333.3333,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,1,0,0,0,64,0,44444.44444,0,0,42,28,24.24871131,588,0,1,0,0,1,0,0,0,0,42,21,0,64,0,0,0,0,0,0,2,42,0,0,299,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
10.42.0.151-31.13.65.1-40595-443-6,10.42.0.151,40595,31.13.65.1,443,6,14-06-2017 08:21,1129,3,0,42,0,42,0,14,24.24871131,0,0,0,0,37201.06289,2657.218778,564.5,451.8412332,884,245,1129,564.5,451.8412332,884,245,0,0,0,0,0,0,0,0,0,96,0,2657.218778,0,0,42,10.5,21,441,0,0,0,0,1,0,0,0,0,14,14,0,96,0,0,0,0,0,0,3,42,0,0,1595,-1,1,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
