Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,
10.42.0.151-31.13.71.3-56965-443-6,10.42.0.151,56965,31.13.71.3,443,6,13-06-2017 05:23,281312,7,8,1080,338,537,0,154.2857143,247.1185372,137,0,42.25,60.12784,5040.666591,53.32157889,20093.71429,33559.51182,111241,8,170034,28339,39695.86437,103036,294,251653,35950.42857,50269.68668,111793,8,0,0,0,0,244,264,24.88340348,28.43817541,0,537,88.625,172.6174479,29796.78333,0,0,0,1,0,0,0,0,1,94.53333333,154.2857143,42.25,244,0,0,0,0,0,0,7,1080,8,338,65535,122,3,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-31.13.71.3-56965-443-6,10.42.0.151,56965,31.13.71.3,443,6,13-06-2017 05:23,23146,4,1,31,0,31,0,7.75,15.5,0,0,0,0,1339.324289,216.0200467,5786.5,11162.06972,22529,86,617,205.6666667,116.1737205,318,86,0,0,0,0,0,0,0,0,0,128,32,172.8160373,43.20400933,0,31,5.166666667,12.655697,160.1666667,0,0,0,0,1,0,0,0,0,6.2,7.75,0,128,0,0,0,0,0,0,4,31,1,0,1369,122,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.3.106-10.42.0.151-443-57512-6,10.42.0.151,57512,172.217.3.106,443,6,13-06-2017 05:23,36689,1,1,0,0,0,0,0,0,0,0,0,0,0,54.51225163,36689,0,36689,36689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.25612581,27.25612581,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1857,378,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.163-10.42.0.151-80-44302-6,10.42.0.151,44302,172.217.2.163,80,6,13-06-2017 05:23,69303895,3,1,0,0,0,0,0,0,0,0,0,0,0,0.057716814,2.31E+07,4.00E+07,6.93E+07,1723,6.93E+07,3.47E+07,4.90E+07,6.93E+07,24152,0,0,0,0,0,0,0,0,0,104,40,0.04328761,0.014429203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,42408,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-31.13.71.3-56980-443-6,10.42.0.151,56980,31.13.71.3,443,6,13-06-2017 05:24,318946,7,8,1080,338,537,0,154.2857143,247.1185372,137,0,42.25,60.12784,4445.893662,47.02990475,22781.85714,35462.27944,108194,19,180715,30119.16667,48488.20242,125703,254,289277,41325.28571,45588.45904,108194,19,0,0,0,0,244,264,21.94728888,25.08261587,0,537,88.625,172.6174479,29796.78333,0,0,0,1,0,0,0,0,1,94.53333333,154.2857143,42.25,244,0,0,0,0,0,0,7,1080,8,338,65535,122,3,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-88.212.196.75-51345-443-6,10.42.0.151,51345,88.212.196.75,443,6,13-06-2017 05:24,18080450,11,8,1467,4131,493,0,133.3636364,198.6072872,1448,0,516.375,593.1321071,309.6161877,1.050858801,1004469.444,3984604.694,1.70E+07,7,1111772,111177.2,88757.12921,208870,7,1.79E+07,2562091.143,6367055.878,1.70E+07,29,0,0,0,0,360,264,0.608391937,0.442466863,0,1448,279.9,436.4327765,190473.5684,0,0,0,1,0,0,0,0,0,294.6315789,133.3636364,516.375,360,0,0,0,0,0,0,11,1467,8,4131,65535,543,4,32,1111772,0,1111772,1111772,1.70E+07,0,1.70E+07,1.70E+07,ADWARE_EWIND,
10.42.0.151-31.13.71.3-56982-443-6,10.42.0.151,56982,31.13.71.3,443,6,13-06-2017 05:24,227420,6,7,1062,201,537,0,177,255.996875,137,0,28.71428571,50.07898523,5553.601266,57.1629584,18951.66667,31016.44469,108529,12,88948,17789.6,22715.31389,50622,426,197347,32891.16667,43025.48829,108529,12,0,0,0,0,200,232,26.38290388,30.78005452,0,537,90.21428571,180.2827602,32501.87363,0,0,0,1,0,0,0,0,1,97.15384615,177,28.71428571,200,0,0,0,0,0,0,6,1062,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-88.212.196.75-51346-443-6,10.42.0.151,51346,88.212.196.75,443,6,13-06-2017 05:24,35134143,9,5,522,3090,318,0,58,118.5664371,1448,0,618,736.3939163,102.8059799,0.39847279,2702626.385,6590238.46,2.08E+07,114,3.51E+07,4391767.875,8160340.734,2.09E+07,114,2.13E+07,5317799,1.03E+07,2.08E+07,207,0,0,0,0,296,156,0.25616108,0.142311711,0,1448,240.8,489.2920834,239406.7429,0,0,0,1,0,0,0,0,0,258,58,618,296,0,0,0,0,0,0,9,522,5,3090,65535,543,2,32,665718,0,665718,665718,2.08E+07,0,2.08E+07,2.08E+07,ADWARE_EWIND,
10.42.0.151-87.240.165.91-52822-80-6,10.42.0.151,52822,87.240.165.91,80,6,13-06-2017 05:24,37160034,3,1,0,0,0,0,0,0,0,0,0,0,0,0.107642528,1.24E+07,2.13E+07,3.70E+07,49050,3.72E+07,1.86E+07,2.60E+07,3.70E+07,187814,0,0,0,0,0,0,0,0,0,104,40,0.080731896,0.026910632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,27960,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-87.240.165.91-52823-80-6,10.42.0.151,52823,87.240.165.91,80,6,13-06-2017 05:24,36974771,3,1,0,0,0,0,0,0,0,0,0,0,0,0.108181874,1.23E+07,2.12E+07,3.67E+07,84067,3.70E+07,1.85E+07,2.58E+07,3.67E+07,224774,0,0,0,0,0,0,0,0,0,104,40,0.081136405,0.027045468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,27960,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-87.240.165.80-43964-80-6,10.42.0.151,43964,87.240.165.80,80,6,13-06-2017 05:24,37672785,3,1,0,0,0,0,0,0,0,0,0,0,0,0.106177443,1.26E+07,2.16E+07,3.75E+07,62118,3.77E+07,1.88E+07,2.64E+07,3.75E+07,203532,0,0,0,0,0,0,0,0,0,104,40,0.079633083,0.026544361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,27960,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-87.240.165.80-43965-80-6,10.42.0.151,43965,87.240.165.80,80,6,13-06-2017 05:24,37581141,3,1,0,0,0,0,0,0,0,0,0,0,0,0.106436364,1.25E+07,2.16E+07,3.74E+07,1768,3.76E+07,1.88E+07,2.64E+07,3.74E+07,146642,0,0,0,0,0,0,0,0,0,104,40,0.079827273,0.026609091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,27960,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-95.213.11.181-49029-80-6,10.42.0.151,49029,95.213.11.181,80,6,13-06-2017 05:24,38494297,3,1,0,0,0,0,0,0,0,0,0,0,0,0.103911496,1.28E+07,2.20E+07,3.83E+07,88253,3.85E+07,1.92E+07,2.69E+07,3.83E+07,224922,0,0,0,0,0,0,0,0,0,104,40,0.077933622,0.025977874,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,27960,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-88.212.196.75-51346-443-6,88.212.196.75,443,10.42.0.151,51346,6,13-06-2017 05:25,2158,2,0,0,0,0,0,0,0,0,0,0,0,0,926.7840593,2158,0,2158,2158,2158,2158,0,2158,2158,0,0,0,0,0,0,0,0,0,64,0,926.7840593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,543,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
